GeneSymbol	TCGA-A6-3807-01A-22	TCGA-A6-3808-01A-22	TCGA-A6-3810-01A-22	TCGA-AA-3518-01A-11	TCGA-AA-3525-01A-12	TCGA-AA-3526-01A-11	TCGA-AA-3529-01A-12	TCGA-AA-3531-01A-22	TCGA-AA-3534-01A-22	TCGA-AA-3552-01A-22	TCGA-AA-3554-01A-22	TCGA-AA-3558-01A-22	TCGA-AA-3561-01A-22	TCGA-AA-3664-01A-22	TCGA-AA-3666-01A-31	TCGA-AA-3672-01A-22	TCGA-AA-3684-01A-31	TCGA-AA-3695-01A-22	TCGA-AA-3710-01A-22	TCGA-AA-3715-01A-22	TCGA-AA-3818-01A-22	TCGA-AA-3848-01A-22	TCGA-AA-3864-01A-22	TCGA-AA-3986-01A-12	TCGA-AA-3989-01A-22	TCGA-AA-A004-01A-22	TCGA-AA-A00A-01A-22	TCGA-AA-A00E-01A-31	TCGA-AA-A00F-01A-31	TCGA-AA-A00J-01A-12	TCGA-AA-A00K-01A-12	TCGA-AA-A00N-01A-32	TCGA-AA-A00O-01A-13	TCGA-AA-A00R-01A-22	TCGA-AA-A00U-01A-41	TCGA-AA-A010-01A-31	TCGA-AA-A017-01A-22	TCGA-AA-A01C-01A-22	TCGA-AA-A01D-01A-23	TCGA-AA-A01F-01A-23	TCGA-AA-A01I-01A-12	TCGA-AA-A01K-01A-31	TCGA-AA-A01P-01A-23	TCGA-AA-A01R-01A-23	TCGA-AA-A01S-01A-23	TCGA-AA-A01T-01A-23	TCGA-AA-A01V-01A-24	TCGA-AA-A01X-01A-23	TCGA-AA-A01Z-01A-13	TCGA-AA-A022-01A-23	TCGA-AA-A024-01A-32	TCGA-AA-A029-01A-41	TCGA-AA-A02E-01A-23	TCGA-AA-A02H-01A-32	TCGA-AA-A02J-01A-23	TCGA-AA-A02O-01A-23	TCGA-AA-A02R-01A-23	TCGA-AA-A02Y-01A-31	TCGA-AA-A03F-01A-41	TCGA-AA-A03J-01A-23	TCGA-AF-2691-01A-41	TCGA-AF-2692-01A-41	TCGA-AF-3400-01A-41	TCGA-AF-3913-01A-12	TCGA-AG-3574-01A-22	TCGA-AG-3580-01A-22	TCGA-AG-3584-01A-22	TCGA-AG-3593-01A-22	TCGA-AG-3594-01A-12	TCGA-AG-4007-01A-22	TCGA-AG-A002-01A-23	TCGA-AG-A008-01A-23	TCGA-AG-A00C-01A-23	TCGA-AG-A00H-01A-22	TCGA-AG-A00Y-01A-12	TCGA-AG-A011-01A-32	TCGA-AG-A014-01A-12	TCGA-AG-A015-01A-51	TCGA-AG-A016-01A-23	TCGA-AG-A01J-01A-22	TCGA-AG-A01L-01A-22	TCGA-AG-A01N-01A-23	TCGA-AG-A01W-01A-23	TCGA-AG-A01Y-01A-43	TCGA-AG-A020-01A-23	TCGA-AG-A026-01A-71	TCGA-AG-A02N-01A-31	TCGA-AG-A02X-01A-32	TCGA-AG-A032-01A-31	TCGA-AG-A036-01A-22
MMAA	1.722466024	0	2.009586049	1.312277925	0	2.434739414	1.915839552	2.275007047	2.099856237	1.31421313	0	1.382206107	0.629162305	2.088593923	0.629162305	0.641546029	1.834576391	0	0.565597176	0.019108823	0.799087306	0.975752454	0.591360272	1.578536232	1.184809239	1.329602023	1.86393845	0.429392792	0.748461233	1.754174884	0	0.009586049	1.687060688	0	1.775401776	0.815575429	1.597729797	1.03796785	0.009586049	1.448900951	1.918386234	1.389566812	0	0.910732662	0	1.054269663	1.341036918	1.831877241	1.875780063	2.704871964	1.514332704	1.418639736	1.115477217	1.810100299	0	1.141868716	0	2.775401776	1.578536232	1.22650853	1.644625422	0.948600847	0	0	0.799087306	1.385891154	1.684070646	0	1.895302621	2.004800986	0	0.701918647	1.560714954	0.748461233	1.310340121	1.748461233	0.559083869	1.481987743	1.481987743	1.845322772	1.385891154	1.86393845	0	0	1.004800986	1.82374936	1.450661409	0	0.946106992	1.457681837
MMP9	3.688553389	2.811471031	2.009586049	1.946106992	2.979415668	4.254493265	1.584962501	1.141868716	1.669026766	0	3.776103988	3.029747343	1.30256277	3.055427059	4.035037329	4.123500664	0.812840461	3.321447116	4.61018821	2.416839742	2.15704371	0.363638347	2.742724863	3.09085343	2.393233129	2	4.436961338	3.197446064	0.748461233	4.315662832	2.881011964	6.280213996	1.687060688	4.847495884	3.462924829	3.313729572	2.890122382	0.519374159	3.65229527	3.555816155	0.565597176	3.816940971	4.743084056	4.166715445	0.559083869	2.899820122	0.672048117	0	1.875780063	3.305484192	2.27897595	0.995182984	2.827819025	2.99699125	2.610385098	0	0.739848103	2.927896454	3.89659478	0	1.644625422	1.385891154	5.223165087	2.372952098	1.418639736	4.333423734	0	3.370164281	4.568640195	1.495695163	3.838951767	0	0.884923476	5.198494154	1.310340121	4.757201083	4.648465443	0	2.358021097	2.641546029	0.742724863	5.228049048	3.778909424	0	3.093109404	4.213606503	0.754174884	2.102098188	2.801848446	3.213606503
MMS19	2.672048117	1.371094152	2.801848446	1.946106992	1.826463745	0.635367454	2.93797206	0.565597176	2.099856237	2.497399469	2.674309986	2.645394244	3.576118982	2.380360048	2.135315965	1.718087584	1.834576391	1.396890153	3.305970521	3.08463125	2.40780593	2.880359013	3.033276155	2.911372013	2.772589504	2.626049693	2.207892852	2.929790998	2.372952098	2.35614381	1.762703156	2.890122382	1.941106311	2.30839971	2.425817338	2.396890153	2.086330872	1.461179281	2.559083869	1.887525271	2.201633861	2.805980272	1.86393845	3.460305714	2.801848446	0.457681837	2.569653111	2.113255978	3.469017667	0.659924558	2.799087306	2.581752944	2.172060746	2.626049693	1.271027197	2.967168608	2.542670779	2.088593923	2.139687771	2.772589504	1.644625422	2.748461233	2.559899642	2.372952098	3.484567824	3.163498732	1.684070646	1.425817338	2.161350266	2.635367454	1.492280498	2.069243877	2.030924573	2.605652359	1.831877241	2.973305133	3.136956945	1.810100299	2.358021097	2.174193333	1.807354922	0.385891154	2.398715194	3.061776198	1.004800986	2.509273569	2.938599455	1.443606651	2.801848446	2.251971511
MNDA	4.04176865	3.428053035	3.670538232	3.477245577	3.577730931	4.554998069	3.750606505	2.735522177	3.300123725	3.303537235	5.001652142	4.751320887	2.720278465	3.384049807	2.984893108	4.741466986	2.61117238	3.177386315	4.566003283	3.313729572	2.949846161	2.404176507	3.033276155	4.341985747	3.436961338	2.212050477	3.967783436	3.859307002	2.112144074	3.692278398	3.669026766	5.457025121	1.687060688	5.02103548	3.462924829	2.76694846	3.39962685	1.783805848	3.305970521	3.710393192	2.65229527	4.313245852	5.03972331	4.289096702	2.801848446	2.716625146	3.09085343	2.372952098	2.811471031	3.637687522	2.567220918	2.416839742	2.827819025	2.387730153	1.869213392	2.40780593	2.855989697	2.630716096	3.409164613	2.174193333	1.644625422	2.748461233	5.398943162	4.107129875	0	4.393233129	1.684070646	2.592955291	4.568640195	4.093109404	4.349082146	2.765534746	2.030924573	5.412329907	2.931052646	3.774699222	4.346956889	1.102098188	2.90945311	3.883620816	2.3950628	4.942670887	3.499527024	3.061776198	3.720643289	3.649998594	2.938599455	1.443606651	2.301587647	3.029747343
MNF1	2.021479727	0	1.605652359	0.635367454	1.141868716	0.635367454	0.578536232	1.141868716	1.669026766	1.701918647	0.748461233	0.748461233	1.30256277	0	2.135315965	1.718087584	1.461179281	0.742724863	0	0.019108823	0	1.710760524	1.209973162	1.578536232	1.559083869	0.701918647	0	0.429392792	1.398715194	1.329602023	1.074962058	0.009586049	2.169925001	0.748461233	1.461179281	0	0.910732662	1.783805848	0.009586049	1.448900951	1.578536232	1.812840461	0	0	2.378511623	1.054269663	1.762703156	0.519374159	0	1.701918647	0	0.995182984	1.115477217	2.387730153	1.271027197	1.141868716	1.385891154	1.578536232	1.197446064	2.174193333	0.980634675	0.948600847	0	1.404176507	1.418639736	0.731183242	1.684070646	1.826463745	1.184809239	0.799087306	0.804604311	0.701918647	1.560714954	1.389566812	1.310340121	0	1.102098188	1.102098188	1.481987743	0	0.742724863	2.174193333	0.948600847	0	1.004800986	2.841302254	0.754174884	0	1.559083869	1.90560763
MOB1A	2.270030516	2.047305715	2.576925182	2.207892852	1.826463745	2.434739414	1.584962501	2.275007047	2.427606173	2.892714827	2.674309986	1.793549123	2.007195501	2.380360048	2.358021097	2.341036918	2.151642375	2.835924074	2.691534165	3.517695631	2.40780593	1.973305133	2.385891154	2.283921772	1.887525271	2	1.86393845	2.40780593	2.112144074	2.589763487	2.225480603	2.621368147	2.169925001	2.30839971	2.425817338	1.461179281	2.440952198	2.032100843	3.095361856	1.887525271	1.918386234	2.385891154	2.468148836	2.191141487	2.126532406	1.895302621	1.341036918	2.372952098	2.586564605	2.019108823	2.567220918	1.98550043	1.531069493	2.626049693	2.303537235	1.874469118	2.331514144	1.834576391	1.879705766	2.600904045	2.115477217	2.199541482	2.559899642	2.113255978	1.807354922	1.814208593	2.004800986	2.783805848	2.572081209	3.073820233	1.987927168	2.069243877	2.917749985	2.115477217	2.087462841	2.354264077	2.542670779	1.810100299	3.344355094	2.174193333	2.605652359	2.690789548	2.398715194	2.842643672	2.088593923	2.31421313	2.938599455	1.443606651	2.568032105	2.552541023
MOGS	3.520212692	2.047305715	4.130107179	3.372023424	3.718087584	3.421335523	3.904644656	4.249192481	3.554998069	3.735883167	3.213088014	3.61156586	3.576118982	3.525233677	3.806667761	4.123500664	3.366905004	3.878071355	3.661825593	2.416839742	3.208933382	4.070389328	3.555816155	3.535638273	4.461615866	3.619021665	3.287373787	2.582556003	3.952954748	4.089724119	2.881011964	3.62058641	3.806667761	3.126532406	4.066376265	3.763765654	3.47940304	3.668270438	3.65229527	3.242856524	3.865918815	4.24361831	3.618238656	3.555816155	1.850666093	3.877089818	4.213865677	3.83052577	3.799087306	4.393233129	3.668270438	3.383128251	3.87315698	4.14459027	3.088593923	4.230100516	3.105454595	3.383128251	3.409164613	3.614709844	3.572081209	3.649998594	3.408711861	3.197446064	3.484567824	4.575715712	4.036210252	3.910093028	4.385200924	4.438292852	3.579743339	3.85432818	3.701918647	3.820689561	3.649232222	3.877417071	3.136956945	3.517275693	3.527320608	3.277984747	3.859307002	3.743802172	4.008092421	1.318075769	3.947354459	3.239805352	4.50589093	3.750606505	3.831877241	3.540192631
MON2	0.707819249	1.371094152	0	1.312277925	1.141868716	1.76836079	0.578536232	1.141868716	2.099856237	0.665999073	1.40780593	0.748461233	1.698959272	0	0.629162305	0	0	1.396890153	1.542670779	2.416839742	1.461179281	0.363638347	1.209973162	0.941106311	0.584962501	0.701918647	0.821029859	1.76836079	0	1.754174884	1.762703156	0.009586049	0.429392792	0.748461233	1.047305715	1.461179281	1.847996907	1.03796785	1.461179281	0.742724863	1.578536232	1.389566812	0.736965594	1.693022247	1.850666093	1.509273569	0	0.519374159	3.160274831	0.659924558	1.514332704	1.418639736	2.172060746	0	1.271027197	2.40780593	0	2.294743266	1.578536232	0	0.980634675	1.701918647	1.78520178	0.754174884	1.418639736	0.731183242	2.004800986	0	1.895302621	0	0	1.734077315	0.884923476	1.389566812	0	0.635367454	0.559083869	1.481987743	1.481987743	0.799087306	1.807354922	1.475084883	0	0	1.659924558	0	0	0	0.946106992	1.90560763
MOV10	0.707819249	2.047305715	0.995182984	0.635367454	2.31421313	2.710760524	2.176322773	3.972079915	1.669026766	3.541019153	1.83052577	1.382206107	0.629162305	1.329602023	0	2.341036918	0	0.742724863	2.117695043	2.802537906	0.799087306	1.710760524	1.900464326	2.283921772	1.184809239	0	0.821029859	1.432959407	0.748461233	1.754174884	2.597729797	0.009586049	1.385891154	1.371094152	2.230612928	0.815575429	1.329602023	1.03796785	0.009586049	1.448900951	2.448019916	0.739848103	2.704871964	2.40599236	1.481987743	1.895302621	2.342933953	3.100977648	1.875780063	0.659924558	0	0.499101764	1.115477217	0.804604311	2.610385098	2.161350266	0	2.088593923	2.139687771	0	2.765534746	0.348610138	1.113255978	0	3.266036894	3.53812425	2.004800986	2.367371066	1.184809239	2.004800986	2.890122382	1.359895945	0.884923476	1.807354922	1.310340121	0.635367454	1.492280498	0	0.782408565	0.799087306	1.807354922	1	0.948600847	0	0	0.565597176	2.485426827	2.102098188	0.946106992	1.90560763
MPC2	3.330080291	2.499101764	2.322889571	2.647698256	1.141868716	0	2.583358615	0	2.427606173	1.31421313	3.052531824	2.853330351	2.253989266	1.748461233	1.887525271	0.641546029	2.970240133	0.742724863	2.310340121	0.019108823	2.15704371	2.576925182	2.161350266	0.941106311	3.315662832	3.351439877	1.86393845	1.432959407	1.398715194	1.754174884	1.074962058	1.562344198	2.559083869	1.765534746	2.230612928	3.542670779	2.265036759	2.244887059	0.009586049	0.742724863	1.578536232	2.805980272	0.736965594	1.693022247	1.481987743	0	2.934830986	0.519374159	0	1.701918647	1.953575663	1.722466024	1.115477217	2.114367025	0	1.542670779	2.331514144	2.475084883	2.755599768	0	1.644625422	1.972079915	0	2.581752944	2.097610797	2.385891154	1.294743266	2.111031312	1.895302621	0.799087306	0.804604311	2.931052646	1.560714954	1.807354922	0.27897595	1.329602023	0.559083869	2.49057013	0	2.174193333	1.807354922	0	2.912649865	1.915839552	1.004800986	1.82374936	0	0	2.301587647	0
MPDU1	1.722466024	1.371094152	1.605652359	1.656877683	2.31421313	2.126532406	0.578536232	1.98550043	1.669026766	0.665999073	0.748461233	1.793549123	1.30256277	0.659924558	1.242856524	1.718087584	2.151642375	1.396890153	1.877089818	0.019108823	0	0.975752454	1.580145484	0.941106311	1.559083869	1.716625146	1.461179281	1.76836079	1.803227036	1.754174884	2.225480603	1.562344198	0.980634675	1.371094152	1.047305715	2.161350266	1.847996907	2.244887059	1.461179281	2.242856524	1.141868716	1.389566812	2.207892852	1.374807654	0.559083869	1.054269663	0.672048117	1.831877241	1.310340121	0.659924558	0.884923476	1.418639736	1.531069493	1.440066294	1.271027197	1.141868716	0.739848103	1.578536232	1.879705766	1.59454855	0.980634675	0.948600847	2.559899642	1.404176507	0.799087306	1.385891154	1.684070646	2.111031312	1.552541023	0.799087306	1.492280498	2.069243877	2.030924573	1.389566812	1.831877241	1.748461233	1.492280498	1.481987743	2.358021097	0.799087306	0.742724863	1.475084883	1.600904045	1.318075769	1.004800986	1.124328135	1.877089818	0	0	2.251971511
MPI	2.021479727	0	2.576925182	3.256004204	0	2.126532406	2.176322773	0.565597176	2.690789548	1.701918647	2.172060746	3.283921772	0	2.088593923	1.242856524	1.318075769	2.61117238	1.396890153	2.117695043	3.08463125	0.799087306	1.973305133	1.900464326	1.578536232	1.887525271	2.789381488	2.207892852	1.76836079	1.803227036	1.754174884	1.074962058	2.222392421	0	1.765534746	1.047305715	2.76694846	1.329602023	2.436517227	2.559083869	0.742724863	1.918386234	1.389566812	1.86393845	1.967168608	1.850666093	1.509273569	3.09085343	0.519374159	1.310340121	0	1.953575663	1.98550043	0.539365634	2.387730153	1.271027197	2.161350266	2.696735749	2.088593923	2.755599768	0.622930351	0.980634675	1.385891154	1.113255978	2.372952098	2.097610797	2.385891154	2.004800986	2.111031312	2.379436131	0.799087306	2.352381891	1.359895945	0	2.385891154	1.831877241	2.973305133	2.542670779	1.102098188	1.481987743	0.799087306	2.3950628	1	2.398715194	3.243872149	1.004800986	2.31421313	0	1.443606651	0.946106992	1.90560763
MPO	7.20143783	6.058749412	6.052676724	6.126807703	6.421952599	6.779697471	5.655924213	5.404403613	5.138049896	5.253359021	7.379233946	6.679761574	4.20372321	5.542464429	5.966168952	7.12983251	5.006597245	5.978577002	7.220071939	6.28872768	4.986410935	4.708187236	5.43206858	6.190878198	5.8372705	4.602092589	7.254493265	5.383819473	4.816940971	6.457244059	6.45318831	6.810014585	4.61667136	6.435628594	5.839623726	5.025028794	6.584060534	4.952333566	6.040454121	6.653442239	5.311430456	6.946340974	7.708049252	7.031218731	5.329123596	5.511594542	5.655924213	4.439623138	6.568538865	6.170192142	3.790076931	5.031512828	6.473191618	5.621758857	5.535949255	4.894332742	5.065227623	5.633237443	6.563768278	5.928212384	5.693394027	5.518535139	8.088134528	6.568538865	2.932313192	7.062855655	4.679010854	6.217489241	6.918982463	5.993070471	6.444600814	4.61392449	4.991408467	7.944585182	5.285402219	7.210784969	7.522882266	3.992164161	5.779347281	6.040454121	4.341985747	7.12983251	5.904002316	4.675251386	6.619902043	6.17718696	4.80512045	5.485748821	5.675815931	5.582756698
MPRIP	0	0	3.784503983	1.312277925	2.676568315	1.329602023	1.915839552	1.98550043	1.03796785	0	1.83052577	0.748461233	1.698959272	1.329602023	1.887525271	1.318075769	1.834576391	1.826463745	1.141868716	0.019108823	1.855989697	1.710760524	0.591360272	0.941106311	0.584962501	1.716625146	1.461179281	1.432959407	0.748461233	2.088593923	2.225480603	2.222392421	1.687060688	1.765534746	1.047305715	0.815575429	1.847996907	2.032100843	2.114367025	1.887525271	2.448019916	2.597729797	2.207892852	0	1.084064265	1.509273569	1.341036918	2.778208576	1.310340121	0.659924558	0.884923476	1.418639736	3.162424899	2.626049693	0	1.542670779	0.739848103	1.578536232	1.578536232	2.40599236	1.644625422	3.649998594	0	3.525233677	0.799087306	0	2.004800986	0.776805859	1.552541023	2.004800986	1.987927168	0.701918647	0.884923476	2.385891154	2.796320872	1.329602023	1.492280498	1.481987743	2.90945311	2.641546029	0.742724863	1.475084883	0	0	0	1.82374936	2.207892852	1.443606651	2.301587647	3.379436131
MPST	2.270030516	1.371094152	3.557450937	4.216196155	3.221361557	2.126532406	3.83052577	3.100977648	3.128183402	3.046723866	3.213088014	3.153805336	3.351439877	2.380360048	3.806667761	3.056583528	4.166179824	3.444490385	3.305970521	3.313729572	3.43784915	3.881990836	3.26403593	3.661825593	4.174725988	3.882643049	3.675815931	2.929790998	3.881990836	3.556633778	3.116586556	2.621368147	4.170459234	3.24691474	2.932313192	3.888174987	3.561529806	3.023255352	3.799778087	4.860962798	3.662965013	3.99669003	2.894656108	3.188506427	3.561529806	3.239296196	3.815575429	3.623320638	3.320003218	3.533563348	4.393233129	2.862616696	3.947977788	4.281945477	4.03972331	2.62058641	3.333423734	3.87774425	3.574908836	3.814208593	4.597729797	3.973917353	3.234194723	3.881990836	2.567220918	4.26403593	3.319039816	3.910093028	3.383128251	4.349082146	3.579743339	3.477245577	4.202417722	3.284415423	3.064652958	3.774699222	3.972692654	3.751320887	3.968398003	3.481987743	3.750606505	3.23878686	4.232660757	3.401448435	3.265536913	4.384049807	4.035037329	4.314696526	4.564174901	4.197970204
MRC1	1.722466024	4.107129875	0.995182984	3.256004204	1.141868716	2.126532406	2.398715194	0	3.128183402	1.701918647	2.674309986	0	0.629162305	1.329602023	0.629162305	1.318075769	1.834576391	0	2.691534165	3.517695631	2.15704371	1.710760524	0	1.976974559	2.146220741	2	0.821029859	1.432959407	0.748461233	2.088593923	1.074962058	3.471621028	0.429392792	2.494842254	0.559083869	2.396890153	0.910732662	2.244887059	2.114367025	0	1.141868716	2.126532406	0	1.693022247	0	0.457681837	2.073820233	0.519374159	0	0	0	0.499101764	1.531069493	0	0	1.141868716	1.801848446	1.578536232	0	0	0	2.40780593	2.559899642	0	1.807354922	0.731183242	0.635367454	0.776805859	0.591360272	3.874469118	0	1.359895945	0	2.115477217	0	0.635367454	1.102098188	0.565597176	1.987927168	2.975141013	0.742724863	0	0	3.648465443	0	1.82374936	0	0	0	2.552541023
MRC2	0.707819249	3.687434008	3.441837559	1.946106992	0	1.76836079	2.93797206	2.275007047	2.427606173	0.665999073	2.447138342	0.748461233	1.30256277	0.659924558	0	0	2.408711861	2.835924074	0	2.802537906	2.949846161	1.710760524	0.591360272	3.09085343	1.184809239	1.716625146	1.86393845	1.76836079	1.803227036	1.329602023	3.515174171	3.757378897	0.980634675	1.765534746	0.559083869	1.461179281	2.086330872	1.783805848	2.559083869	1.448900951	2.448019916	3.29130886	3.22342255	0.352381891	1.481987743	0	2.934830986	0.519374159	1.875780063	0	0.884923476	0.499101764	3.009586049	1.810100299	2.868555078	2.40780593	0.739848103	0.787989597	1.197446064	0.622930351	1.644625422	3.474219698	1.78520178	3.424026283	4.186923078	0	2.454175893	2.111031312	1.552541023	1.495695163	0.804604311	1.359895945	1.560714954	2.801848446	1.831877241	0.635367454	2.114367025	1.810100299	3.680324357	3.481987743	2.3950628	1.86393845	1.600904045	1.318075769	0	1.124328135	0	1.443606651	0.946106992	2.790772038
MRE11A	2.493134922	2.811471031	2.995182984	2.447138342	2.31421313	2.710760524	3.289834465	2.931052646	1.669026766	3.046723866	1.83052577	2.645394244	2.253989266	2.866578332	2.559083869	0.641546029	2.803915838	3.555816155	1.877089818	0.019108823	2.793549123	3.319039816	2.742724863	2.719548541	2.597729797	2.626049693	1.86393845	1.432959407	2.582556003	1.754174884	3.116586556	2.621368147	2.938599455	1.765534746	2.932313192	1.86393845	2.890122382	2.603280156	2.114367025	3.050791891	2.65229527	2.805980272	2.207892852	1.374807654	2.801848446	2.207892852	2.934830986	2.778208576	3.160274831	2.275007047	1.953575663	2.581752944	3.29963542	1.810100299	2.868555078	3.108803211	1.801848446	2.475084883	2.59375214	2.925999419	3.02266372	2.901751872	3.025028794	2.927264386	2.765534746	2.599317794	2.871843649	3.09085343	1.895302621	3.460305714	0.804604311	2.069243877	3.360832456	2.385891154	3.183751156	3.430285273	2.704871964	2.961005868	2.90945311	2.436517227	2.12763328	4.132576843	2.655351829	2.842643672	2.40780593	3.126532406	0.754174884	2.102098188	3.831877241	3.029747343
MRPL1	2.021479727	1.371094152	1.605652359	1.946106992	1.141868716	0.635367454	0.578536232	2.735522177	2.099856237	1.701918647	0.748461233	1.382206107	2.720278465	2.088593923	0.629162305	1.318075769	1.834576391	2.416839742	0.565597176	1.693022247	0.799087306	2.576925182	0.591360272	1.578536232	2.393233129	1.716625146	1.461179281	1.432959407	0.748461233	2.088593923	1.762703156	0.009586049	1.941106311	0	2.932313192	0.815575429	2.086330872	1.783805848	0.009586049	2.807354922	1.578536232	1.389566812	0	0.910732662	2.378511623	2.48370831	1.762703156	2.778208576	2.275007047	1.701918647	2.27897595	1.722466024	1.531069493	1.810100299	2.610385098	2.40780593	0.739848103	2.088593923	2.391401135	2.772589504	2.115477217	0.948600847	0	1.404176507	0.799087306	2.599317794	2.454175893	1.425817338	1.895302621	0.799087306	1.987927168	2.069243877	2.917749985	0.748461233	2.087462841	1.329602023	1.831877241	1.810100299	2.358021097	1.450661409	2.605652359	1	0.948600847	0	2.656877683	2.841302254	1.877089818	2.102098188	1.559083869	1.457681837
MRPL11	2.270030516	2.047305715	2.576925182	1.946106992	2.676568315	3.109917692	2.176322773	2.735522177	2.923466152	3.046723866	1.40780593	2.645394244	2.720278465	3.055427059	1.242856524	2.341036918	2.408711861	2.835924074	1.877089818	1.693022247	1.855989697	2.728283351	1.580145484	1.578536232	2.597729797	1.716625146	2.938599455	2.207892852	2.112144074	2.589763487	1.762703156	1.562344198	2.169925001	1.765534746	3.379898164	1.461179281	3.196397213	2.762703156	2.114367025	2.563971604	2.448019916	1.812840461	1.418639736	2.40599236	3.089724119	2.716625146	1.762703156	3.623320638	3.799087306	1.701918647	3.319039816	1.98550043	2.172060746	3.161350266	3.276992863	2.967168608	0	2.294743266	2.59375214	2.772589504	2.765534746	1.701918647	1.78520178	1.807354922	1.418639736	3.163498732	3.191141487	3.236747714	1.895302621	2.358021097	1.987927168	2.567220918	2.667513713	2.115477217	3.064652958	2.597729797	2.542670779	1.102098188	2.358021097	2.436517227	2.992768431	3.385431037	2.655351829	0	2.656877683	2.992768431	2.485426827	2.102098188	2.801848446	2.251971511
MRPL12	2.672048117	1.371094152	2.995182984	3.12763328	3.420437487	3.561529806	2.583358615	3.560714954	2.923466152	2.892714827	2.874469118	3.029747343	3.695251495	3.525233677	3.209973162	3.180041746	2.803915838	3.177386315	3.102658131	1.693022247	2.40780593	2.728283351	3.033276155	2.719548541	2.772589504	2.789381488	3.554998069	3.412329907	3.183751156	3.428053035	2.597729797	2.222392421	3.424026283	2.992768431	3.379898164	2.581752944	3.47940304	3.239296196	2.114367025	3.555816155	2.827819025	2.805980272	2.468148836	3.295723025	3.366438791	3.972079915	3.231125158	4.439623138	4.321928095	3.437405312	3.319039816	3.469017667	2.420437487	3.303537235	4.03972331	3.376660828	3.643086547	3.058893689	3.197446064	3.995182984	4.07952034	3.289834465	2.797012978	2.765534746	2.352381891	3.649998594	3.045559463	3.370164281	3.177386315	3.073820233	3.276992863	3.769771739	3.845991771	2.605652359	3.557450937	3.561529806	3.646930661	2.961005868	3.680324357	3.381744813	2.811471031	3.531485435	3.12763328	2.598524014	3.576118982	2.672048117	3.784503983	3.907211159	3.323850407	3.540192631
MRPL13	2.493134922	1.371094152	2.576925182	2.647698256	1.826463745	1.76836079	1.915839552	2.735522177	2.427606173	2.497399469	2.447138342	3.515174171	2.720278465	2.630716096	1.887525271	1.718087584	1.461179281	3.017921908	2.310340121	1.693022247	2.15704371	2.880359013	1.900464326	1.578536232	3.072677504	2.212050477	3.109917692	1.76836079	2.582556003	2.088593923	1.074962058	0.009586049	2.681074393	1.371094152	3.379898164	2.161350266	2.440952198	3.023255352	0.009586049	2.563971604	1.918386234	2.126532406	0.736965594	2.40599236	2.94673086	2.48370831	2.569653111	3.623320638	3.469017667	2.495695163	2.992768431	2.416839742	2.420437487	3.554998069	2.303537235	3.24691474	0.739848103	3.383128251	2.91201108	3.187978837	3.02266372	3.15596506	0	2.372952098	1.807354922	2.599317794	2.871843649	2.938599455	1.552541023	2.358021097	1.492280498	2.069243877	2.917749985	1.807354922	2.289834465	2.354264077	3.136956945	1.810100299	2.90945311	2.975141013	2.811471031	2.888824411	2.398715194	0	2.900464326	3.824428435	2.732631004	2.554179518	2.568032105	1.90560763
